run,task,stressor,level,failure_type,episodes,success_rate,mean_target_error_l2,fraction_within_group
Heldout,PickSingleYCB,depth_sparsity,2,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,depth_sparsity,3,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,execution_offset_strong,0,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,execution_offset_strong,1,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,execution_offset_strong,2,success,253,1.0,0.0,0.8433333333333334
Heldout,PickSingleYCB,execution_offset_strong,2,target_error_too_large,47,0.0,0.0,0.15666666666666668
Heldout,PickSingleYCB,execution_offset_strong,3,success,103,1.0,0.0,0.3433333333333333
Heldout,PickSingleYCB,execution_offset_strong,3,target_error_too_large,197,0.0,0.0,0.6566666666666666
Heldout,PickSingleYCB,nearby_distractor,0,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,nearby_distractor,1,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,nearby_distractor,2,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,nearby_distractor,3,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,none,0,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,none,1,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,none,2,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,none,3,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,partial_target_occlusion,0,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,partial_target_occlusion,1,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,partial_target_occlusion,2,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,partial_target_occlusion,3,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,same_color_distractor,0,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,same_color_distractor,1,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,same_color_distractor,2,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,same_color_distractor,3,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,same_shape_distractor,0,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,same_shape_distractor,1,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,same_shape_distractor,2,success,300,1.0,0.0,1.0
Heldout,PickSingleYCB,same_shape_distractor,3,success,300,1.0,0.0,1.0
Heldout,StackCube,depth_sparsity,0,success,300,1.0,0.0,1.0
Heldout,StackCube,depth_sparsity,1,success,300,1.0,0.0,1.0
Heldout,StackCube,depth_sparsity,2,success,300,1.0,0.0,1.0
Heldout,StackCube,depth_sparsity,3,success,300,1.0,0.0,1.0
Heldout,StackCube,execution_offset_strong,0,success,300,1.0,0.0,1.0
Heldout,StackCube,execution_offset_strong,1,success,300,1.0,0.0,1.0
Heldout,StackCube,execution_offset_strong,2,success,253,1.0,0.0,0.8433333333333334
Heldout,StackCube,execution_offset_strong,2,target_error_too_large,47,0.0,0.0,0.15666666666666668
Heldout,StackCube,execution_offset_strong,3,success,103,1.0,0.0,0.3433333333333333
Heldout,StackCube,execution_offset_strong,3,target_error_too_large,197,0.0,0.0,0.6566666666666666
Heldout,StackCube,nearby_distractor,0,success,300,1.0,0.0,1.0
Heldout,StackCube,nearby_distractor,1,success,300,1.0,0.0,1.0
Heldout,StackCube,nearby_distractor,2,success,300,1.0,0.0,1.0
Heldout,StackCube,nearby_distractor,3,success,300,1.0,0.0,1.0
Heldout,StackCube,none,0,success,300,1.0,0.0,1.0
Heldout,StackCube,none,1,success,300,1.0,0.0,1.0
Heldout,StackCube,none,2,success,300,1.0,0.0,1.0
Heldout,StackCube,none,3,success,300,1.0,0.0,1.0
Heldout,StackCube,partial_target_occlusion,0,success,300,1.0,0.0,1.0
Heldout,StackCube,partial_target_occlusion,1,success,300,1.0,0.0,1.0
Heldout,StackCube,partial_target_occlusion,2,success,300,1.0,0.0,1.0
Heldout,StackCube,partial_target_occlusion,3,success,300,1.0,0.0,1.0
Heldout,StackCube,same_color_distractor,0,success,300,1.0,0.0,1.0
Heldout,StackCube,same_color_distractor,1,success,300,1.0,0.0,1.0
Heldout,StackCube,same_color_distractor,2,success,300,1.0,0.0,1.0
Heldout,StackCube,same_color_distractor,3,success,300,1.0,0.0,1.0
Heldout,StackCube,same_shape_distractor,0,success,300,1.0,0.0,1.0
Heldout,StackCube,same_shape_distractor,1,success,300,1.0,0.0,1.0
Heldout,StackCube,same_shape_distractor,2,success,300,1.0,0.0,1.0
Heldout,StackCube,same_shape_distractor,3,success,300,1.0,0.0,1.0
Primary,PickClutterYCB,depth_sparsity,0,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,depth_sparsity,1,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,depth_sparsity,2,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,depth_sparsity,3,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,execution_offset_strong,0,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,execution_offset_strong,1,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,execution_offset_strong,2,success,86,1.0,0.0,0.86
Primary,PickClutterYCB,execution_offset_strong,2,target_error_too_large,14,0.0,0.0,0.14
Primary,PickClutterYCB,execution_offset_strong,3,success,35,1.0,0.0,0.35
Primary,PickClutterYCB,execution_offset_strong,3,target_error_too_large,65,0.0,0.0,0.65
Primary,PickClutterYCB,nearby_distractor,0,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,nearby_distractor,1,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,nearby_distractor,2,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,nearby_distractor,3,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,none,0,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,none,1,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,none,2,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,none,3,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,partial_target_occlusion,0,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,partial_target_occlusion,1,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,partial_target_occlusion,2,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,partial_target_occlusion,3,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,same_color_distractor,0,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,same_color_distractor,1,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,same_color_distractor,2,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,same_color_distractor,3,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,same_shape_distractor,0,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,same_shape_distractor,1,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,same_shape_distractor,2,success,100,1.0,0.0,1.0
Primary,PickClutterYCB,same_shape_distractor,3,success,100,1.0,0.0,1.0
Primary,PickCube,depth_sparsity,0,success,100,1.0,0.0,1.0
Primary,PickCube,depth_sparsity,1,success,100,1.0,0.0,1.0
Primary,PickCube,depth_sparsity,2,success,100,1.0,0.0,1.0
Primary,PickCube,depth_sparsity,3,success,100,1.0,0.0,1.0
Primary,PickCube,execution_offset_strong,0,success,100,1.0,0.0,1.0
Primary,PickCube,execution_offset_strong,1,success,100,1.0,0.0,1.0
Primary,PickCube,execution_offset_strong,2,success,86,1.0,0.0,0.86
Primary,PickCube,execution_offset_strong,2,target_error_too_large,14,0.0,0.0,0.14
Primary,PickCube,execution_offset_strong,3,success,35,1.0,0.0,0.35
Primary,PickCube,execution_offset_strong,3,target_error_too_large,65,0.0,0.0,0.65
Primary,PickCube,nearby_distractor,0,success,100,1.0,0.0,1.0
Primary,PickCube,nearby_distractor,1,success,100,1.0,0.0,1.0
Primary,PickCube,nearby_distractor,2,success,100,1.0,0.0,1.0
Primary,PickCube,nearby_distractor,3,success,100,1.0,0.0,1.0
Primary,PickCube,none,0,success,100,1.0,0.0,1.0
Primary,PickCube,none,1,success,100,1.0,0.0,1.0
Primary,PickCube,none,2,success,100,1.0,0.0,1.0
Primary,PickCube,none,3,success,100,1.0,0.0,1.0
Primary,PickCube,partial_target_occlusion,0,success,100,1.0,0.0,1.0
Primary,PickCube,partial_target_occlusion,1,success,100,1.0,0.0,1.0
Primary,PickCube,partial_target_occlusion,2,success,100,1.0,0.0,1.0
Primary,PickCube,partial_target_occlusion,3,success,100,1.0,0.0,1.0
Primary,PickCube,same_color_distractor,0,success,100,1.0,0.0,1.0
Primary,PickCube,same_color_distractor,1,success,100,1.0,0.0,1.0
Primary,PickCube,same_color_distractor,2,success,100,1.0,0.0,1.0
Primary,PickCube,same_color_distractor,3,success,100,1.0,0.0,1.0
Primary,PickCube,same_shape_distractor,0,success,100,1.0,0.0,1.0
Primary,PickCube,same_shape_distractor,1,success,100,1.0,0.0,1.0
Primary,PickCube,same_shape_distractor,2,success,100,1.0,0.0,1.0
Primary,PickCube,same_shape_distractor,3,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,depth_sparsity,0,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,depth_sparsity,1,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,depth_sparsity,2,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,depth_sparsity,3,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,execution_offset_strong,0,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,execution_offset_strong,1,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,execution_offset_strong,2,success,86,1.0,0.0,0.86
Primary,PickSingleYCB,execution_offset_strong,2,target_error_too_large,14,0.0,0.0,0.14
Primary,PickSingleYCB,execution_offset_strong,3,success,35,1.0,0.0,0.35
Primary,PickSingleYCB,execution_offset_strong,3,target_error_too_large,65,0.0,0.0,0.65
Primary,PickSingleYCB,nearby_distractor,0,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,nearby_distractor,1,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,nearby_distractor,2,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,nearby_distractor,3,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,none,0,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,none,1,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,none,2,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,none,3,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,partial_target_occlusion,0,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,partial_target_occlusion,1,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,partial_target_occlusion,2,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,partial_target_occlusion,3,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,same_color_distractor,0,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,same_color_distractor,1,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,same_color_distractor,2,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,same_color_distractor,3,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,same_shape_distractor,0,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,same_shape_distractor,1,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,same_shape_distractor,2,success,100,1.0,0.0,1.0
Primary,PickSingleYCB,same_shape_distractor,3,success,100,1.0,0.0,1.0
Primary,StackCube,depth_sparsity,0,success,100,1.0,0.0,1.0
Primary,StackCube,depth_sparsity,1,success,100,1.0,0.0,1.0
Primary,StackCube,depth_sparsity,2,success,100,1.0,0.0,1.0
Primary,StackCube,depth_sparsity,3,success,100,1.0,0.0,1.0
Primary,StackCube,execution_offset_strong,0,success,100,1.0,0.0,1.0
Primary,StackCube,execution_offset_strong,1,success,100,1.0,0.0,1.0
Primary,StackCube,execution_offset_strong,2,success,86,1.0,0.0,0.86
Primary,StackCube,execution_offset_strong,2,target_error_too_large,14,0.0,0.0,0.14
Primary,StackCube,execution_offset_strong,3,success,35,1.0,0.0,0.35
Primary,StackCube,execution_offset_strong,3,target_error_too_large,65,0.0,0.0,0.65
Primary,StackCube,nearby_distractor,0,success,100,1.0,0.0,1.0
Primary,StackCube,nearby_distractor,1,success,100,1.0,0.0,1.0
Primary,StackCube,nearby_distractor,2,success,100,1.0,0.0,1.0
Primary,StackCube,nearby_distractor,3,success,100,1.0,0.0,1.0
Primary,StackCube,none,0,success,100,1.0,0.0,1.0
Primary,StackCube,none,1,success,100,1.0,0.0,1.0
Primary,StackCube,none,2,success,100,1.0,0.0,1.0
Primary,StackCube,none,3,success,100,1.0,0.0,1.0
Primary,StackCube,partial_target_occlusion,0,success,100,1.0,0.0,1.0
Primary,StackCube,partial_target_occlusion,1,success,100,1.0,0.0,1.0
Primary,StackCube,partial_target_occlusion,2,success,100,1.0,0.0,1.0
Primary,StackCube,partial_target_occlusion,3,success,100,1.0,0.0,1.0
Primary,StackCube,same_color_distractor,0,success,100,1.0,0.0,1.0
Primary,StackCube,same_color_distractor,1,success,100,1.0,0.0,1.0
Primary,StackCube,same_color_distractor,2,success,100,1.0,0.0,1.0
Primary,StackCube,same_color_distractor,3,success,100,1.0,0.0,1.0
Primary,StackCube,same_shape_distractor,0,success,100,1.0,0.0,1.0
Primary,StackCube,same_shape_distractor,1,success,100,1.0,0.0,1.0
Primary,StackCube,same_shape_distractor,2,success,100,1.0,0.0,1.0
Primary,StackCube,same_shape_distractor,3,success,100,1.0,0.0,1.0
Semantic,PickClutterYCB,nearby_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,nearby_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,nearby_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,nearby_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,none,0,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,none,1,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,none,2,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,none,3,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,partial_target_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,partial_target_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,partial_target_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,partial_target_occlusion,3,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_color_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_color_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_color_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_color_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_color_partial_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_color_partial_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_color_partial_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_color_partial_occlusion,3,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_shape_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_shape_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_shape_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_shape_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_shape_nearby_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_shape_nearby_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_shape_nearby_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickClutterYCB,same_shape_nearby_occlusion,3,success,200,1.0,0.0,1.0
Semantic,PickCube,nearby_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickCube,nearby_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickCube,nearby_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickCube,nearby_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickCube,none,0,success,200,1.0,0.0,1.0
Semantic,PickCube,none,1,success,200,1.0,0.0,1.0
Semantic,PickCube,none,2,success,200,1.0,0.0,1.0
Semantic,PickCube,none,3,success,200,1.0,0.0,1.0
Semantic,PickCube,partial_target_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickCube,partial_target_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickCube,partial_target_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickCube,partial_target_occlusion,3,success,200,1.0,0.0,1.0
Semantic,PickCube,same_color_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickCube,same_color_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickCube,same_color_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickCube,same_color_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickCube,same_color_partial_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickCube,same_color_partial_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickCube,same_color_partial_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickCube,same_color_partial_occlusion,3,success,200,1.0,0.0,1.0
Semantic,PickCube,same_shape_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickCube,same_shape_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickCube,same_shape_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickCube,same_shape_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickCube,same_shape_nearby_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickCube,same_shape_nearby_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickCube,same_shape_nearby_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickCube,same_shape_nearby_occlusion,3,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,nearby_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,nearby_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,nearby_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,nearby_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,none,0,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,none,1,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,none,2,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,none,3,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,partial_target_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,partial_target_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,partial_target_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,partial_target_occlusion,3,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_color_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_color_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_color_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_color_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_color_partial_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_color_partial_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_color_partial_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_color_partial_occlusion,3,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_shape_distractor,0,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_shape_distractor,1,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_shape_distractor,2,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_shape_distractor,3,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_shape_nearby_occlusion,0,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_shape_nearby_occlusion,1,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_shape_nearby_occlusion,2,success,200,1.0,0.0,1.0
Semantic,PickSingleYCB,same_shape_nearby_occlusion,3,success,200,1.0,0.0,1.0
Semantic,StackCube,nearby_distractor,0,success,200,1.0,0.0,1.0
Semantic,StackCube,nearby_distractor,1,success,200,1.0,0.0,1.0
Semantic,StackCube,nearby_distractor,2,success,200,1.0,0.0,1.0
Semantic,StackCube,nearby_distractor,3,success,200,1.0,0.0,1.0
Semantic,StackCube,none,0,success,200,1.0,0.0,1.0
Semantic,StackCube,none,1,success,200,1.0,0.0,1.0
Semantic,StackCube,none,2,success,200,1.0,0.0,1.0
Semantic,StackCube,none,3,success,200,1.0,0.0,1.0
Semantic,StackCube,partial_target_occlusion,0,success,200,1.0,0.0,1.0
Semantic,StackCube,partial_target_occlusion,1,success,200,1.0,0.0,1.0
