object_name,detector,target_source,episodes,success_rate,success_ci_low,success_ci_high,no_detection_rate,wrong_detection_rate,depth_failure_rate,median_target_error_l2,mean_bbox_iou
bleach cleanser,grounding_dino,crop_trimmed_median_depth,22908,0.3135585821547058,0.3083638903439846,0.3186659682207088,0.0,0.641566265060241,0.0,0.1798155563194751,0.3476309524741324
bleach cleanser,oracle_2d_box,box_center_depth,7636,0.9404138292299632,0.9353064431639602,0.9459140911471976,0.0,0.0,0.0324777370350969,0.0326384932148784,1.0
bleach cleanser,oracle_2d_box,crop_median_depth,7636,0.8831849135673128,0.8759821896280775,0.8902566788894709,0.0,0.0,0.0,0.0407585245969289,1.0
bleach cleanser,oracle_2d_box,crop_trimmed_median_depth,7636,0.8898638030382399,0.8830506809848089,0.8965426925091671,0.0,0.0,0.0,0.0391352469467444,1.0
bleach cleanser,oracle_mask,mask_median_depth,7636,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
bowl,first_gt_box,box_center_depth,3237,0.5023169601482854,0.4837812789620018,0.5189990732159406,0.0,0.3623725671918443,0.0,0.0798136751747219,0.1723334947311892
bowl,first_gt_box,crop_median_depth,3237,0.4460920605498918,0.4284677170219339,0.4621563175780043,0.0,0.4275563793636083,0.0,0.0867349955590428,0.1723334947311892
bowl,first_gt_box,crop_trimmed_median_depth,3237,0.4535063330244053,0.4374343527957985,0.4698795180722891,0.0,0.4238492431263516,0.0,0.0863467265965325,0.1723334947311892
bowl,grounding_dino,box_center_depth,9711,0.473380702296365,0.4656523530017505,0.4815158068170116,0.0006178560395427,0.2688703532077026,0.2115127175368139,0.05303466000895,0.4723605880798149
bowl,grounding_dino,crop_median_depth,9711,0.4052105859334775,0.3965580269797136,0.4126274328081557,0.0006178560395427,0.4756461744413551,0.0,0.1139567413961709,0.4723605880798149
bowl,grounding_dino,crop_trimmed_median_depth,9711,0.4071671300586963,0.3987205231181134,0.415096282566162,0.0006178560395427,0.4746164143754505,0.0,0.1139893119551482,0.4723605880798149
bowl,oracle_2d_box,box_center_depth,3237,0.9209144269385232,0.9113299351251158,0.9295644114921224,0.0,0.0,0.0213160333642261,0.0387416214383133,1.0
bowl,oracle_2d_box,crop_median_depth,3237,0.843682421995675,0.830398517145505,0.8554216867469879,0.0,0.0,0.0,0.0458153129031765,1.0
bowl,oracle_2d_box,crop_trimmed_median_depth,3237,0.8375038616002471,0.82483781278962,0.8498609823911029,0.0,0.0,0.0,0.0476469839232081,1.0
bowl,oracle_mask,mask_median_depth,3237,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
cracker box,first_gt_box,box_center_depth,5707,0.4687226213422113,0.4552260381987033,0.4815139302610828,0.0,0.0,0.029963203083932,0.0831615945397335,1.0
cracker box,first_gt_box,crop_median_depth,5707,0.4766076747853513,0.4639915892763273,0.4890485368845277,0.0,0.0,0.0,0.0854273906248618,1.0
cracker box,first_gt_box,crop_trimmed_median_depth,5707,0.4641668126861749,0.4513755037673033,0.4771377256001402,0.0,0.0,0.0,0.0887685467969191,1.0
cracker box,grounding_dino,box_center_depth,17121,0.3394661526779978,0.3291849191051924,0.3490523333917411,0.0,0.26785818585363,0.0169966707552128,0.1070121542619684,0.6538016433760211
cracker box,grounding_dino,crop_median_depth,17121,0.367209859237194,0.3586779393727001,0.3756235033000409,0.0,0.2685590794930202,0.0,0.1107940252438092,0.6538016433760211
cracker box,grounding_dino,crop_trimmed_median_depth,17121,0.366859412417499,0.3584486887448163,0.3746875182524385,0.0,0.2686174872963028,0.0,0.1107232875444058,0.6538016433760211
cracker box,oracle_2d_box,box_center_depth,5707,0.4687226213422113,0.4552260381987033,0.4815139302610828,0.0,0.0,0.029963203083932,0.0831615945397335,1.0
cracker box,oracle_2d_box,crop_median_depth,5707,0.4766076747853513,0.4639915892763273,0.4890485368845277,0.0,0.0,0.0,0.0854273906248618,1.0
cracker box,oracle_2d_box,crop_trimmed_median_depth,5707,0.4641668126861749,0.4513755037673033,0.4771377256001402,0.0,0.0,0.0,0.0887685467969191,1.0
cracker box,oracle_mask,mask_median_depth,5707,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
extra large clamp,first_gt_box,box_center_depth,4114,0.0,0.0,0.0,0.0,0.9990277102576568,0.0009722897423432,0.2021951592339609,0.0403464333676846
extra large clamp,first_gt_box,crop_median_depth,4114,0.0,0.0,0.0,0.0,1.0,0.0,0.2025241005799398,0.0403464333676846
extra large clamp,first_gt_box,crop_trimmed_median_depth,4114,0.0004861448711716,0.0,0.001215362177929,0.0,0.9995138551288284,0.0,0.2025442136338165,0.0403464333676846
extra large clamp,grounding_dino,box_center_depth,12342,0.2634094960298169,0.2538486468967752,0.2721641549181656,0.0,0.4246475449684005,0.2439637011829525,0.1415039706201237,0.4768327723788279
extra large clamp,grounding_dino,crop_median_depth,12342,0.3573164803111327,0.3494551126235617,0.3654229460379193,0.0,0.443526170798898,0.0,0.1117094113374072,0.4768327723788279
extra large clamp,grounding_dino,crop_trimmed_median_depth,12342,0.3637984119267541,0.3556129476584022,0.3714146815751094,0.0,0.4436882190892886,0.0,0.1132207487301351,0.4768327723788279
extra large clamp,oracle_2d_box,box_center_depth,4114,0.4861448711716091,0.4710743801652892,0.5012153621779291,0.0,0.0,0.4105493437044239,0.0366991594262973,1.0
extra large clamp,oracle_2d_box,crop_median_depth,4114,0.6113271754982985,0.596985901798736,0.626403743315508,0.0,0.0,0.0,0.069837133500894,1.0
extra large clamp,oracle_2d_box,crop_trimmed_median_depth,4114,0.6227515799708313,0.6059795819154108,0.6373420029168692,0.0,0.0,0.0,0.06943071074424,1.0
extra large clamp,oracle_mask,mask_median_depth,4114,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
foam brick,first_gt_box,box_center_depth,1871,0.0,0.0,0.0,0.0,1.0,0.0,0.1728318361862087,0.0
foam brick,first_gt_box,crop_median_depth,1871,0.0,0.0,0.0,0.0,1.0,0.0,0.1716049424878369,0.0
foam brick,first_gt_box,crop_trimmed_median_depth,1871,0.0,0.0,0.0,0.0,1.0,0.0,0.17198468431099,0.0
foam brick,grounding_dino,box_center_depth,5613,0.3139141279173347,0.3055407090682345,0.3224657046142882,0.0,0.6224835203990736,0.0636023516835916,0.1477828596927836,0.255772691929892
foam brick,grounding_dino,crop_median_depth,5613,0.3115980758952432,0.30251202565473,0.3199714947443434,0.0,0.6878674505611972,0.0,0.1479924112810165,0.255772691929892
foam brick,grounding_dino,crop_trimmed_median_depth,5613,0.3132014965259219,0.3046454658827721,0.3217530732228754,0.0,0.6862640299305185,0.0,0.1480185764817948,0.255772691929892
foam brick,oracle_2d_box,box_center_depth,1871,0.9983965793693212,0.9962586851950828,1.0,0.0,0.0,0.0,0.0319713474731794,1.0
foam brick,oracle_2d_box,crop_median_depth,1871,0.9957242116515232,0.9925173703901656,0.9983965793693212,0.0,0.0,0.0,0.0352756206625872,1.0
foam brick,oracle_2d_box,crop_trimmed_median_depth,1871,0.9941207910208444,0.9903794762159271,0.997327632282202,0.0,0.0,0.0,0.035418289294398,1.0
foam brick,oracle_mask,mask_median_depth,1871,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
gelatin box,first_gt_box,box_center_depth,1719,0.1047120418848167,0.0907504363001745,0.1198371146015125,0.0,0.8952879581151832,0.0,0.1028991444531548,0.0506638959167063
gelatin box,first_gt_box,crop_median_depth,1719,0.2553810354857475,0.2356020942408377,0.2757417102966841,0.0,0.7446189645142525,0.0,0.1092861134598091,0.0506638959167063
gelatin box,first_gt_box,crop_trimmed_median_depth,1719,0.2466550319953461,0.2262943571844095,0.2670157068062827,0.0,0.7533449680046539,0.0,0.1095097649594484,0.0506638959167063
gelatin box,grounding_dino,box_center_depth,5157,0.3829745976342835,0.3734681016094628,0.3918945123133603,0.0,0.6170254023657165,0.0,0.0967949767293398,0.3405531799811886
gelatin box,grounding_dino,crop_median_depth,5157,0.4855536164436688,0.4748836532867946,0.4954430870661236,0.0,0.5047508241225519,0.0,0.082277703440139,0.3405531799811886
gelatin box,grounding_dino,crop_trimmed_median_depth,5157,0.4894318402171805,0.4779910800853209,0.5004847779716889,0.0,0.4968004653868528,0.0,0.0819797887925369,0.3405531799811886
gelatin box,oracle_2d_box,box_center_depth,1719,1.0,1.0,1.0,0.0,0.0,0.0,0.0289278345532652,1.0
gelatin box,oracle_2d_box,crop_median_depth,1719,0.9703315881326352,0.961605584642234,0.97847585805701,0.0,0.0,0.0,0.0403173915991575,1.0
gelatin box,oracle_2d_box,crop_trimmed_median_depth,1719,0.966259453170448,0.9569517161140196,0.9749854566608492,0.0,0.0,0.0,0.0407462303467978,1.0
gelatin box,oracle_mask,mask_median_depth,1719,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
large clamp,first_gt_box,box_center_depth,4171,0.4099736274274754,0.3934308319347878,0.4260369216015344,0.0,0.5770798369695517,0.0112682809877727,0.097689823963749,0.0660423702749256
large clamp,first_gt_box,crop_median_depth,4171,0.327739151282666,0.3131023735315272,0.3423759290338048,0.0,0.6605130664109327,0.0,0.1201791795250863,0.0660423702749256
large clamp,first_gt_box,crop_trimmed_median_depth,4171,0.319347878206665,0.3042375929033805,0.3337389115320067,0.0,0.6657875809158476,0.0,0.1171959628041794,0.0660423702749256
large clamp,grounding_dino,box_center_depth,12513,0.1047710381203548,0.0989371054103732,0.1106049708303364,0.0,0.5722848237832654,0.261887636857668,0.1638532456019575,0.1394979295824847
large clamp,grounding_dino,crop_median_depth,12513,0.1556780947814273,0.1494425797170941,0.1617517781507232,0.0,0.7717573723327739,0.0,0.1549664516320413,0.1394979295824847
large clamp,grounding_dino,crop_trimmed_median_depth,12513,0.1546391752577319,0.148563493966275,0.1606349396627507,0.0,0.7737552944937265,0.0,0.1527854379437709,0.1394979295824847
large clamp,oracle_2d_box,box_center_depth,4171,0.7607288420043156,0.7470570606569169,0.7734356269479741,0.0,0.0,0.2268041237113402,0.0292529777867286,1.0
large clamp,oracle_2d_box,crop_median_depth,4171,0.8424838168304963,0.832168544713498,0.8532725964996404,0.0,0.0,0.0,0.0421683109094295,1.0
large clamp,oracle_2d_box,crop_trimmed_median_depth,4171,0.8436825701270678,0.832887796691441,0.854471349796212,0.0,0.0,0.0,0.0427490457881749,1.0
large clamp,oracle_mask,mask_median_depth,4171,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
large marker,first_gt_box,box_center_depth,3734,0.0013390465988216,0.0002678093197643,0.0026780931976432,0.0,0.9724156400642744,0.0262453133369041,0.1450175946655059,0.0006536587642385
large marker,first_gt_box,crop_median_depth,3734,0.029459025174076,0.0243706480985538,0.0350830208891269,0.0,0.970540974825924,0.0,0.1626720143530731,0.0006536587642385
large marker,first_gt_box,crop_trimmed_median_depth,3734,0.0334761649705409,0.02785216925549,0.0391068559185859,0.0,0.966523835029459,0.0,0.1633182906353883,0.0006536587642385
large marker,grounding_dino,box_center_depth,11202,0.5692733440457062,0.562397339760757,0.5759708087841457,0.0,0.3774326013211926,0.0532940546331012,0.0212084470151762,0.5278457253450719
large marker,grounding_dino,crop_median_depth,11202,0.628280664167113,0.6229244777718265,0.6332842349580432,0.0,0.3656489912515622,0.0,0.051248228276263,0.5278457253450719
large marker,grounding_dino,crop_trimmed_median_depth,11202,0.627923585074094,0.6226566684520621,0.6330141938939475,0.0,0.3663631494376004,0.0,0.0515199174262671,0.5278457253450719
large marker,oracle_2d_box,box_center_depth,3734,0.9434922335297268,0.9365224959828602,0.9507230851633636,0.0,0.0,0.0565077664702731,0.0117105198874727,1.0
large marker,oracle_2d_box,crop_median_depth,3734,0.9911622924477772,0.9879485806106052,0.9941081949651848,0.0,0.0,0.0,0.0375188892657783,1.0
large marker,oracle_2d_box,crop_trimmed_median_depth,3734,0.9922335297268344,0.9892876272094268,0.9949116229244778,0.0,0.0,0.0,0.0370429548837876,1.0
large marker,oracle_mask,mask_median_depth,3734,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
master chef can,first_gt_box,box_center_depth,7305,0.9984941820670772,0.9975359342915812,0.999315537303217,0.0,0.0,0.0009582477754962,0.0368050246245005,1.0
master chef can,first_gt_box,crop_median_depth,7305,0.8476386036960986,0.8396954140999315,0.8557152635181383,0.0,0.0,0.0,0.0441233364993773,1.0
master chef can,first_gt_box,crop_trimmed_median_depth,7305,0.845037645448323,0.8365503080082135,0.8536652977412731,0.0,0.0,0.0,0.0445158314276422,1.0
master chef can,grounding_dino,box_center_depth,21915,0.4745151722564453,0.4666655258955053,0.4828713210130048,0.0,0.4139630390143737,0.0946383755418663,0.0742982340209448,0.4048753693232337
master chef can,grounding_dino,crop_median_depth,21915,0.4085329682865617,0.4015058179329226,0.4155601186402007,0.0,0.465617157198266,4.563084645220169e-05,0.0930891943170909,0.4048753693232337
master chef can,grounding_dino,crop_trimmed_median_depth,21915,0.4095824777549623,0.402326032397901,0.4168377823408624,0.0,0.4671686059776408,4.563084645220169e-05,0.0929335886376858,0.4048753693232337
master chef can,oracle_2d_box,box_center_depth,7305,0.9984941820670772,0.9975359342915812,0.999315537303217,0.0,0.0,0.0009582477754962,0.0368050246245005,1.0
master chef can,oracle_2d_box,crop_median_depth,7305,0.8476386036960986,0.8396954140999315,0.8557152635181383,0.0,0.0,0.0,0.0441233364993773,1.0
master chef can,oracle_2d_box,crop_trimmed_median_depth,7305,0.845037645448323,0.8365503080082135,0.8536652977412731,0.0,0.0,0.0,0.0445158314276422,1.0
master chef can,oracle_mask,mask_median_depth,7305,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
mug,first_gt_box,box_center_depth,4072,0.3084479371316306,0.2942043222003929,0.3229432711198428,0.0,0.6905697445972495,0.0009823182711198,0.1167665109288873,0.0555455896391967
mug,first_gt_box,crop_median_depth,4072,0.3293222003929273,0.3153241650294695,0.3443025540275049,0.0,0.6706777996070727,0.0,0.1179250335015753,0.0555455896391967
mug,first_gt_box,crop_trimmed_median_depth,4072,0.3305500982318271,0.3160609037328094,0.3445481335952848,0.0,0.6694499017681729,0.0,0.1161072699235279,0.0555455896391967
mug,grounding_dino,box_center_depth,12216,0.6825474787164375,0.6787819253438114,0.685987639161755,0.0,0.2906843483955468,0.0189914865749836,0.0496519163538204,0.6056818971720308
mug,grounding_dino,crop_median_depth,12216,0.6654387688277669,0.6608546168958741,0.6701047806155861,0.0,0.304109364767518,0.0,0.0543530215401747,0.6056818971720308
mug,grounding_dino,crop_trimmed_median_depth,12216,0.6631466928618206,0.6585625409299278,0.6674054518664047,0.0,0.3065651604453176,0.0,0.0535809133108782,0.6056818971720308
mug,oracle_2d_box,box_center_depth,4072,1.0,1.0,1.0,0.0,0.0,0.0,0.0410642382786211,1.0
mug,oracle_2d_box,crop_median_depth,4072,0.9540766208251472,0.9474459724950884,0.9607072691552064,0.0,0.0,0.0,0.0371769716573959,1.0
mug,oracle_2d_box,crop_trimmed_median_depth,4072,0.9653732809430255,0.9592337917485264,0.9710216110019646,0.0,0.0,0.0,0.0365392247284332,1.0
mug,oracle_mask,mask_median_depth,4072,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
mustard bottle,first_gt_box,box_center_depth,2815,0.3939609236234458,0.3747779751332149,0.4131527531083481,0.0,0.5520426287744228,0.0106571936056838,0.1205154156831902,0.3748342944451849
mustard bottle,first_gt_box,crop_median_depth,2815,0.2671403197158081,0.2504440497335701,0.2838454706927176,0.0,0.5559502664298401,0.0,0.1430717541637533,0.3748342944451849
mustard bottle,first_gt_box,crop_trimmed_median_depth,2815,0.2710479573712255,0.2547069271758437,0.287753108348135,0.0,0.5559502664298401,0.0,0.143117870216389,0.3748342944451849
mustard bottle,grounding_dino,box_center_depth,8445,0.859206631142688,0.8529277679100059,0.8652457075192421,0.0,0.0929544108940201,0.0332741267021906,0.041195172700496,0.8080875149822063
mustard bottle,grounding_dino,crop_median_depth,8445,0.7033747779751333,0.690109532267614,0.7145056246299585,0.0,0.1192421551213736,0.0,0.0486137052533875,0.8080875149822063
mustard bottle,grounding_dino,crop_trimmed_median_depth,8445,0.710242747187685,0.6974541148608645,0.7213735938425103,0.0,0.1210183540556542,0.0,0.0467518603320505,0.8080875149822063
mustard bottle,oracle_2d_box,box_center_depth,2815,0.999644760213144,0.9989342806394316,1.0,0.0,0.0,0.0,0.0372829956539307,1.0
mustard bottle,oracle_2d_box,crop_median_depth,2815,0.8291296625222024,0.813854351687389,0.8422824156305506,0.0,0.0,0.0,0.0408586542258759,1.0
mustard bottle,oracle_2d_box,crop_trimmed_median_depth,2815,0.8319715808170515,0.8177619893428064,0.8458259325044405,0.0,0.0,0.0,0.0410765296750524,1.0
mustard bottle,oracle_mask,mask_median_depth,2815,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
pitcher base,first_gt_box,box_center_depth,3843,0.0,0.0,0.0,0.0,1.0,0.0,0.1638354777959918,0.0414278021430048
pitcher base,first_gt_box,crop_median_depth,3843,0.0148321623731459,0.0111891751236013,0.018735362997658,0.0,0.985167837626854,0.0,0.1783492862119758,0.0414278021430048
pitcher base,first_gt_box,crop_trimmed_median_depth,3843,0.0130106687483736,0.009367681498829,0.0166536559979182,0.0,0.9869893312516264,0.0,0.1777288127442574,0.0414278021430048
pitcher base,grounding_dino,box_center_depth,11529,0.4519906323185012,0.4439196808049267,0.4604063665539075,0.0,0.3385376008326828,0.0666146239916731,0.0841782463694707,0.5368267679529167
pitcher base,grounding_dino,crop_median_depth,11529,0.3027148928788273,0.2957737011015699,0.3106947697111631,0.0,0.3678549744123515,0.0,0.1250181983634863,0.5368267679529167
pitcher base,grounding_dino,crop_trimmed_median_depth,11529,0.3036690085870414,0.2961206522681932,0.3113886720444097,0.0,0.3684621389539422,0.0,0.1239267909606435,0.5368267679529167
pitcher base,oracle_2d_box,box_center_depth,3843,0.8274785323965652,0.8155022118136872,0.8386742128545407,0.0,0.0,0.0,0.0432217923000953,1.0
pitcher base,oracle_2d_box,crop_median_depth,3843,0.5852198803018475,0.5698672911787666,0.6005724694249285,0.0,0.0,0.0,0.0669422749969357,1.0
pitcher base,oracle_2d_box,crop_trimmed_median_depth,3843,0.5893832943013271,0.5727296383034088,0.6037080405932865,0.0,0.0,0.0,0.0679551148795573,1.0
pitcher base,oracle_mask,mask_median_depth,3843,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
potted meat can,first_gt_box,box_center_depth,5100,0.02,0.0164705882352941,0.0239215686274509,0.0,0.942156862745098,0.0192156862745098,0.1771025527428806,0.0882552453256913
potted meat can,first_gt_box,crop_median_depth,5100,0.0339215686274509,0.0290147058823529,0.038828431372549,0.0,0.9474509803921568,0.0,0.1683663400263365,0.0882552453256913
potted meat can,first_gt_box,crop_trimmed_median_depth,5100,0.0325490196078431,0.0276470588235294,0.0370588235294117,0.0,0.9488235294117648,0.0,0.1676431359606706,0.0882552453256913
potted meat can,grounding_dino,box_center_depth,15300,0.3510457516339869,0.3405228758169934,0.3611127450980392,0.0110457516339869,0.4415032679738562,0.1706535947712418,0.102643194605102,0.2824531926816403
potted meat can,grounding_dino,crop_median_depth,15300,0.307516339869281,0.2992794117647058,0.3157532679738562,0.0110457516339869,0.6333333333333333,0.0,0.1270659373587956,0.2824531926816403
potted meat can,grounding_dino,crop_trimmed_median_depth,15300,0.3111111111111111,0.3029411764705882,0.3188333333333333,0.0110457516339869,0.6299346405228758,0.0,0.1262039449526917,0.2824531926816403
potted meat can,oracle_2d_box,box_center_depth,5100,0.6913725490196079,0.6780392156862745,0.7043137254901961,0.0,0.0,0.2117647058823529,0.0393011036100454,1.0
potted meat can,oracle_2d_box,crop_median_depth,5100,0.7647058823529411,0.753328431372549,0.7755,0.0,0.0,0.0,0.0430704697065707,1.0
potted meat can,oracle_2d_box,crop_trimmed_median_depth,5100,0.7609803921568628,0.7495980392156864,0.7731372549019608,0.0,0.0,0.0,0.043767752039128,1.0
potted meat can,oracle_mask,mask_median_depth,5100,0.9980392156862744,0.9968627450980392,0.99921568627451,0.0,0.0,0.0019607843137254,0.0,1.0
power drill,first_gt_box,box_center_depth,6932,0.1752740911713791,0.1670477495672244,0.1839296018465089,0.0,0.6256491633006347,0.02466820542412,0.1239807074858216,0.1802018053737574
power drill,first_gt_box,crop_median_depth,6932,0.1187247547605308,0.1113675706866705,0.1263776687824581,0.0,0.6462781304096942,0.0,0.1388606699743894,0.1802018053737574
power drill,first_gt_box,crop_trimmed_median_depth,6932,0.117137911136757,0.1097807270628967,0.1246429601846508,0.0,0.6508944027697634,0.0,0.1394314977906633,0.1802018053737574
power drill,grounding_dino,box_center_depth,20796,0.3285247162915945,0.3211182438930564,0.3363146758992113,0.0,0.2794287362954414,0.1888343912290825,0.1027729947029987,0.604220957843249
power drill,grounding_dino,crop_median_depth,20796,0.3744950952106174,0.3672785631852279,0.381709222927486,0.0,0.2777457203308328,0.0,0.1039392703139698,0.604220957843249
power drill,grounding_dino,crop_trimmed_median_depth,20796,0.3742065781881131,0.367378341988844,0.3812752452394691,0.0,0.2773129447970763,0.0,0.1036080586357346,0.604220957843249
power drill,oracle_2d_box,box_center_depth,6932,0.4803808424697057,0.4689808136180035,0.4930791979226774,0.0,0.0,0.3394402769763416,0.0600492348024386,1.0
power drill,oracle_2d_box,crop_median_depth,6932,0.54933641084824,0.5379327755337565,0.5618941142527409,0.0,0.0,0.0,0.073137314386272,1.0
power drill,oracle_2d_box,crop_trimmed_median_depth,6932,0.5662146566647432,0.5548182342758222,0.5776110790536642,0.0,0.0,0.0,0.0710420943843161,1.0
power drill,oracle_mask,mask_median_depth,6932,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
pudding box,first_gt_box,box_center_depth,1719,0.8644560791157649,0.8481529959278651,0.8784176847004073,0.0,0.0081442699243746,0.0,0.0575611578558577,0.2781192838442536
pudding box,first_gt_box,crop_median_depth,1719,0.6311809191390343,0.6090750436300174,0.6527050610820244,0.0,0.0110529377545084,0.0,0.0688340858696091,0.2781192838442536
pudding box,first_gt_box,crop_trimmed_median_depth,1719,0.6335078534031413,0.6108057009889472,0.6556282722513088,0.0,0.0116346713205351,0.0,0.0706647144060649,0.2781192838442536
pudding box,grounding_dino,box_center_depth,5157,0.7395772736086872,0.7246364165212332,0.7535485747527633,0.0,0.1114989334884622,0.0,0.0638445354188614,0.2701859749872338
pudding box,grounding_dino,crop_median_depth,5157,0.6042272639131278,0.5894851657940663,0.6183827806864456,0.0,0.1215823152995927,0.0,0.0706860494057983,0.2701859749872338
pudding box,grounding_dino,crop_trimmed_median_depth,5157,0.6129532674035292,0.5987977506302115,0.627108784176847,0.0,0.1262361838278068,0.0,0.0698799392267102,0.2701859749872338
pudding box,oracle_2d_box,box_center_depth,1719,0.9936009307737056,0.9895287958115184,0.9970913321698662,0.0,0.0,0.0063990692262943,0.0432489509663628,1.0
pudding box,oracle_2d_box,crop_median_depth,1719,0.8929610238510762,0.8784176847004073,0.9063408958696916,0.0,0.0,0.0,0.0485889838609316,1.0
pudding box,oracle_2d_box,crop_trimmed_median_depth,1719,0.8917975567190227,0.8772542175683536,0.9069226294357184,0.0,0.0,0.0,0.049278245122644,1.0
pudding box,oracle_mask,mask_median_depth,1719,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
scissors,first_gt_box,box_center_depth,2008,0.0,0.0,0.0,0.0,0.9985059760956176,0.0014940239043824,0.2527545868314078,0.0
scissors,first_gt_box,crop_median_depth,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.257332995556176,0.0
scissors,first_gt_box,crop_trimmed_median_depth,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.2561941849347031,0.0
scissors,grounding_dino,box_center_depth,6024,0.6206839309428951,0.6137118193891101,0.6276560424966798,0.0162682602921646,0.3036188579017264,0.0569389110225763,0.0352669454897531,0.2921615554017875
scissors,grounding_dino,crop_median_depth,6024,0.622675962815405,0.6157038512616202,0.6289840637450198,0.0162682602921646,0.3504316069057105,0.0,0.0446356449945902,0.2921615554017875
scissors,grounding_dino,crop_trimmed_median_depth,6024,0.62234395750332,0.6157038512616202,0.6291500664010624,0.0162682602921646,0.350265604249668,0.0,0.0454738810093102,0.2921615554017875
scissors,oracle_2d_box,box_center_depth,2008,0.298804780876494,0.2793824701195219,0.3197211155378486,0.0,0.0,0.1289840637450199,0.105959551057174,1.0
scissors,oracle_2d_box,crop_median_depth,2008,0.4028884462151394,0.3804780876494024,0.4248132470119521,0.0,0.0,0.0,0.0991617860282126,1.0
scissors,oracle_2d_box,crop_trimmed_median_depth,2008,0.4028884462151394,0.3819596613545816,0.4258092629482071,0.0,0.0,0.0,0.0986547089241751,1.0
scissors,oracle_mask,mask_median_depth,2008,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
sugar box,first_gt_box,box_center_depth,9885,0.3790591805766312,0.3701542741527567,0.3883737986848761,0.0,0.578553363682347,0.0046535154274152,0.160835995588626,0.4172918621545653
sugar box,first_gt_box,crop_median_depth,9885,0.3057157309054122,0.2966110268082954,0.315126454223571,0.0,0.5813859382903389,0.0,0.1500801279983957,0.4172918621545653
