scene_id,detector,target_source,episodes,success_rate,success_ci_low,success_ci_high,no_detection_rate,wrong_detection_rate,depth_failure_rate,median_target_error_l2,mean_bbox_iou
50,oracle_2d_box,crop_trimmed_median_depth,9580,0.7667014613778705,0.7587682672233821,0.7748434237995825,0.0,0.0,0.0,0.0446332777477899,1.0
50,oracle_mask,mask_median_depth,9580,0.9979123173277662,0.996972860125261,0.9988517745302714,0.0,0.0,0.0020876826722338,0.0,1.0
51,first_gt_box,box_center_depth,10040,0.2307768924302788,0.227589641434263,0.2340637450199203,0.0,0.6957171314741036,0.0014940239043824,0.1363723480586684,0.2761709820132546
51,first_gt_box,crop_median_depth,10040,0.2185258964143426,0.2150398406374502,0.2219123505976096,0.0,0.6987051792828686,0.0,0.1423767881064613,0.2761709820132546
51,first_gt_box,crop_trimmed_median_depth,10040,0.2181274900398406,0.2146414342629482,0.2217131474103585,0.0,0.697609561752988,0.0,0.1414621971308504,0.2761709820132546
51,grounding_dino,box_center_depth,30120,0.4665338645418326,0.4620152722443559,0.4712483399734395,0.0032536520584329,0.4279216467463479,0.0869853917662682,0.0733856614655671,0.4268378357387868
51,grounding_dino,crop_median_depth,30120,0.4905378486055777,0.485922144754316,0.494754316069057,0.0032536520584329,0.4626826029216467,0.0,0.0818964247457867,0.4268378357387868
51,grounding_dino,crop_trimmed_median_depth,30120,0.4897078353253652,0.4855901394422311,0.4937591301460823,0.0032536520584329,0.4638446215139442,0.0,0.0824853183362849,0.4268378357387868
51,oracle_2d_box,box_center_depth,10040,0.8074701195219124,0.8004980079681275,0.8145443227091634,0.0,0.0,0.0671314741035856,0.0345405645267892,1.0
51,oracle_2d_box,crop_median_depth,10040,0.8131474103585657,0.8069721115537849,0.8195244023904383,0.0,0.0,0.0,0.0485186717128784,1.0
51,oracle_2d_box,crop_trimmed_median_depth,10040,0.8118525896414343,0.8052763944223107,0.8183266932270917,0.0,0.0,0.0,0.0478090918256455,1.0
51,oracle_mask,mask_median_depth,10040,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
52,first_gt_box,box_center_depth,2697,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.107843755778356,0.39064091620991
52,first_gt_box,crop_median_depth,2697,0.3400074156470152,0.3292454579162032,0.3526140155728586,0.0,0.6054875787912495,0.0,0.1054327703242935,0.39064091620991
52,first_gt_box,crop_trimmed_median_depth,2697,0.3437152391546162,0.3329625509825732,0.3548479792361884,0.0,0.6058583611420096,0.0,0.1046321648325438,0.39064091620991
52,grounding_dino,box_center_depth,8091,0.4455567914967248,0.4388827091830429,0.4524780620442467,0.0,0.3595352861203806,0.1420096403411197,0.0689875912134219,0.5252997558012006
52,grounding_dino,crop_median_depth,8091,0.4591521443579285,0.449758991472006,0.468050920776171,0.0,0.3945124212087504,0.0,0.0878349986836564,0.5252997558012006
52,grounding_dino,crop_trimmed_median_depth,8091,0.4581633914225683,0.4491379310344827,0.467930416512174,0.0,0.3984674329501915,0.0,0.08769155894751,0.5252997558012006
52,oracle_2d_box,box_center_depth,2697,0.6740823136818688,0.6614664441972562,0.6874304783092324,0.0,0.0,0.2599184278828327,0.0399714067261156,1.0
52,oracle_2d_box,crop_median_depth,2697,0.78568780126066,0.7723303670745272,0.8008898776418242,0.0,0.0,0.0,0.0462311204580553,1.0
52,oracle_2d_box,crop_trimmed_median_depth,2697,0.7956989247311828,0.7827122728958101,0.8083147942157953,0.0,0.0,0.0,0.0448738039445713,1.0
52,oracle_mask,mask_median_depth,2697,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
53,first_gt_box,box_center_depth,2508,0.3349282296650718,0.3337320574162679,0.3365231259968103,0.0,0.5889154704944178,0.0,0.1188650978985809,0.4047178054117952
53,first_gt_box,crop_median_depth,2508,0.3580542264752791,0.3520733652312599,0.3648325358851674,0.0,0.5645933014354066,0.0,0.1052320447921096,0.4047178054117952
53,first_gt_box,crop_trimmed_median_depth,2508,0.3580542264752791,0.3520733652312599,0.3640450558213716,0.0,0.5637958532695375,0.0,0.1061706509020127,0.4047178054117952
53,grounding_dino,box_center_depth,7524,0.5385433280170122,0.5332270069112174,0.5441287878787878,0.0,0.3575225943646996,0.0358851674641148,0.0551200419445375,0.5675705118319659
53,grounding_dino,crop_median_depth,7524,0.4750132908027645,0.4684974747474746,0.4820607389686337,0.0,0.369351408825093,0.0,0.0860790858742837,0.5675705118319659
53,grounding_dino,crop_trimmed_median_depth,7524,0.4772727272727273,0.4700923710792131,0.4844530834662414,0.0,0.3678894205209995,0.0,0.0851505353064444,0.5675705118319659
53,oracle_2d_box,box_center_depth,2508,0.9102870813397128,0.9007177033492823,0.9206539074960126,0.0,0.0,0.0522328548644338,0.0382143666519693,1.0
53,oracle_2d_box,crop_median_depth,2508,0.8576555023923444,0.84688995215311,0.8692185007974481,0.0,0.0,0.0,0.0400396435702221,1.0
53,oracle_2d_box,crop_trimmed_median_depth,2508,0.8504784688995215,0.8393141945773525,0.8628389154704943,0.0,0.0,0.0,0.0401230408431507,1.0
53,oracle_mask,mask_median_depth,2508,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
54,first_gt_box,box_center_depth,9640,0.2236514522821577,0.2185658713692946,0.2286307053941909,0.0,0.5863070539419087,0.0223029045643153,0.139015243061622,0.298545517158951
54,first_gt_box,crop_median_depth,9640,0.1429460580912863,0.1386903526970954,0.1474092323651452,0.0,0.612448132780083,0.0,0.1595639856220291,0.298545517158951
54,first_gt_box,crop_trimmed_median_depth,9640,0.1449170124481328,0.1409751037344398,0.1497951244813277,0.0,0.6142116182572614,0.0,0.1581131267330919,0.298545517158951
54,grounding_dino,box_center_depth,28920,0.1732019363762102,0.1706777316735823,0.1757607192254495,0.0,0.4914937759336099,0.148686030428769,0.1643149526470436,0.3519623394338793
54,grounding_dino,crop_median_depth,28920,0.1937413554633471,0.1896957123098202,0.197615836791148,0.0,0.5660788381742738,0.0,0.1498233187715389,0.3519623394338793
54,grounding_dino,crop_trimmed_median_depth,28920,0.1966113416320885,0.1928769017980636,0.2005878284923928,0.0,0.5639004149377593,0.0,0.148810344876497,0.3519623394338793
54,oracle_2d_box,box_center_depth,9640,0.604253112033195,0.5981327800829874,0.6100622406639004,0.0,0.0,0.2181535269709543,0.0464426439836828,1.0
54,oracle_2d_box,crop_median_depth,9640,0.6200207468879668,0.6127567427385892,0.6278008298755188,0.0,0.0,0.0,0.0606418341682475,1.0
54,oracle_2d_box,crop_trimmed_median_depth,9640,0.6188796680497926,0.6113044605809128,0.6261410788381742,0.0,0.0,0.0,0.0614565266490894,1.0
54,oracle_mask,mask_median_depth,9640,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
55,first_gt_box,box_center_depth,10974,0.1664844177145981,0.1662110442864953,0.1666666666666666,0.0,0.8333333333333334,0.0,0.2243759307649309,0.1842468700658862
55,first_gt_box,crop_median_depth,10974,0.1259340258793511,0.1227423911062511,0.1291233825405504,0.0,0.8333333333333334,0.0,0.2207158820849127,0.1842468700658862
55,first_gt_box,crop_trimmed_median_depth,10974,0.1258429014033169,0.1225624202660834,0.1291233825405504,0.0,0.8333333333333334,0.0,0.2208323250088251,0.1842468700658862
55,grounding_dino,box_center_depth,32922,0.4537998906506287,0.4499111536358666,0.4576582528400461,0.0,0.4930137901707065,0.0194095133952979,0.1183818562077509,0.4618321404946102
55,grounding_dino,crop_median_depth,32922,0.3975760889374886,0.3929887309397971,0.4023153210619039,0.0,0.5023388615515461,0.0,0.1214303561427171,0.4618321404946102
55,grounding_dino,crop_trimmed_median_depth,32922,0.3989125812526577,0.3939607253508293,0.4039555616305206,0.0,0.5019136139967195,0.0,0.120516333825691,0.4618321404946102
55,oracle_2d_box,box_center_depth,10974,0.9167122289046838,0.9124271004191726,0.9210884818662294,0.0,0.0,0.0092035720794605,0.0432830047202648,1.0
55,oracle_2d_box,crop_median_depth,10974,0.8084563513759796,0.801524056861673,0.8148396209221798,0.0,0.0,0.0,0.0454576709040149,1.0
55,oracle_2d_box,crop_trimmed_median_depth,10974,0.8084563513759796,0.8017108620375433,0.8153818115545837,0.0,0.0,0.0,0.0454730633692245,1.0
55,oracle_mask,mask_median_depth,10974,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
56,first_gt_box,box_center_depth,4900,0.3179591836734693,0.3116326530612245,0.3240816326530612,0.0,0.5736734693877551,0.0,0.1009203303746528,0.3167025364671584
56,first_gt_box,crop_median_depth,4900,0.3671428571428571,0.3583673469387755,0.376530612244898,0.0,0.4897959183673469,0.0,0.1020188914418649,0.3167025364671584
56,first_gt_box,crop_trimmed_median_depth,4900,0.3657142857142857,0.3573418367346939,0.3744897959183673,0.0,0.4895918367346938,0.0,0.102480914015334,0.3167025364671584
56,grounding_dino,box_center_depth,14700,0.4995918367346939,0.4939455782312925,0.5054438775510204,0.0,0.3006122448979592,0.0779591836734693,0.0681533531737191,0.540140745637712
56,grounding_dino,crop_median_depth,14700,0.523673469387755,0.5178894557823129,0.5299319727891156,0.0,0.2877551020408163,0.0,0.0755913353162946,0.540140745637712
56,grounding_dino,crop_trimmed_median_depth,14700,0.5224489795918368,0.5168010204081632,0.5284353741496598,0.0,0.2891156462585034,0.0,0.0754443725508851,0.540140745637712
56,oracle_2d_box,box_center_depth,4900,0.8281632653061225,0.8187755102040817,0.8381683673469387,0.0,0.0,0.0618367346938775,0.0354303884605611,1.0
56,oracle_2d_box,crop_median_depth,4900,0.8153061224489796,0.8055051020408164,0.8261275510204081,0.0,0.0,0.0,0.0448942092286559,1.0
56,oracle_2d_box,crop_trimmed_median_depth,4900,0.8228571428571428,0.8116275510204082,0.8336734693877551,0.0,0.0,0.0,0.0440718480894724,1.0
56,oracle_mask,mask_median_depth,4900,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
57,first_gt_box,box_center_depth,9355,0.2005344735435596,0.2001068947087119,0.2010689470871192,0.0,0.7994655264564404,0.0,0.1588087153666008,0.2171940296974145
57,first_gt_box,crop_median_depth,9355,0.2111170497060395,0.2090860502405131,0.2132549438802779,0.0,0.7882415820416889,0.0,0.1531997111067145,0.2171940296974145
57,first_gt_box,crop_trimmed_median_depth,9355,0.213148049171566,0.2107963655799038,0.215713522180652,0.0,0.7864243719935863,0.0,0.1531853235237832,0.2171940296974145
57,grounding_dino,box_center_depth,28065,0.4996615000890789,0.4954213433101728,0.5039372884375556,0.0,0.4202743630856939,0.0651701407446998,0.0520810057617796,0.4980484485675823
57,grounding_dino,crop_median_depth,28065,0.5059326563335115,0.5020844468198824,0.5101024407625155,0.0,0.435489043292357,0.0,0.0780125977695835,0.4980484485675823
57,grounding_dino,crop_trimmed_median_depth,28065,0.5076786032424728,0.5036513450917512,0.5117406021735257,0.0,0.4352752538749332,0.0,0.0775730707907108,0.4980484485675823
57,oracle_2d_box,box_center_depth,9355,0.8940673436664885,0.8891475146980226,0.8994147514698023,0.0,0.0,0.0731159807589524,0.0288743220501583,1.0
57,oracle_2d_box,crop_median_depth,9355,0.8787814003206841,0.873864243719936,0.884128808123998,0.0,0.0,0.0,0.0440387337412326,1.0
57,oracle_2d_box,crop_trimmed_median_depth,9355,0.8825227151256013,0.8773917691074292,0.8878701229289151,0.0,0.0,0.0,0.0434072372092863,1.0
57,oracle_mask,mask_median_depth,9355,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
58,first_gt_box,box_center_depth,6876,0.4755671902268761,0.4693099185573007,0.4812427283304247,0.0,0.4758580570098895,0.0,0.0831075515637311,0.3323164552377874
58,first_gt_box,crop_median_depth,6876,0.4118673647469459,0.4022651250727166,0.4214696044211751,0.0,0.4389179755671902,0.0,0.0949976137098218,0.3323164552377874
58,first_gt_box,crop_trimmed_median_depth,6876,0.4111401977894124,0.4024105584642233,0.4203025014543339,0.0,0.4412449098312972,0.0,0.0949062594835387,0.3323164552377874
58,grounding_dino,box_center_depth,20628,0.5568159782819468,0.5505623424471593,0.5632162594531704,0.0,0.3688675586581346,9.695559433779328e-05,0.070368706562416,0.4471948541331315
58,grounding_dino,crop_median_depth,20628,0.4818208260616637,0.474449777002133,0.4885131859608299,0.0,0.3396354469652899,0.0,0.0827098842291421,0.4471948541331315
58,grounding_dino,crop_trimmed_median_depth,20628,0.4844871049059531,0.4775535679658717,0.4914691196432034,0.0,0.3386658910219119,0.0,0.0823586879635168,0.4471948541331315
58,oracle_2d_box,box_center_depth,6876,0.9313554392088425,0.9255381035485748,0.9370273414776032,0.0,0.0,0.0015997673065735,0.0389447854207509,1.0
58,oracle_2d_box,crop_median_depth,6876,0.7968295520651542,0.7879544793484584,0.8057009889470622,0.0,0.0,0.0,0.0511900480024686,1.0
58,oracle_2d_box,crop_trimmed_median_depth,6876,0.7949389179755671,0.7860674810936591,0.8032322571262362,0.0,0.0,0.0,0.0511337938093232,1.0
58,oracle_mask,mask_median_depth,6876,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
59,first_gt_box,box_center_depth,11178,0.1447486133476471,0.1394703882626587,0.1506530685274646,0.0,0.6282877079978529,0.0526033279656468,0.184780908509932,0.2497882694904859
59,first_gt_box,crop_median_depth,11178,0.1555734478439792,0.1502057613168724,0.160943370907139,0.0,0.6650563607085346,0.0,0.1840238337780272,0.2497882694904859
59,first_gt_box,crop_trimmed_median_depth,11178,0.1545893719806763,0.1496667561281087,0.1599592950438361,0.0,0.6658615136876006,0.0,0.1821662102673373,0.2497882694904859
59,grounding_dino,box_center_depth,33534,0.4446531878093875,0.4403881135563904,0.4491859008767221,0.005009840758633,0.3811355639052901,0.0612214468897238,0.087362152887916,0.4865190231031859
59,grounding_dino,crop_median_depth,33534,0.4399415518578159,0.436154350808135,0.4436400369773962,0.005009840758633,0.4148028866225323,0.0,0.0969678436844208,0.4865190231031859
59,grounding_dino,crop_trimmed_median_depth,33534,0.4442655215602075,0.4402986521142721,0.4480236476412,0.005009840758633,0.4140871950855848,0.0,0.0963345915777425,0.4865190231031859
59,oracle_2d_box,box_center_depth,11178,0.7039720880300591,0.6964573268921095,0.7119363929146537,0.0,0.0,0.1341921631776704,0.0367188254746589,1.0
59,oracle_2d_box,crop_median_depth,11178,0.8001431383073895,0.794236446591519,0.8064971372338522,0.0,0.0,0.0,0.0427950512376187,1.0
59,oracle_2d_box,crop_trimmed_median_depth,11178,0.8005904455179818,0.7946859903381642,0.8064076757917338,0.0,0.0,0.0,0.0428054182502447,1.0
59,oracle_mask,mask_median_depth,11178,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
